"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","SCHOOL_CODE_CHANGE_IND","Cluster","WEBSITE","PHONE_NUMBER","STREET","CITY","STATE","ZIP_CODE","TOTAL_ENROLL","GRADES","SSAS","SINGLESCORE","PCT_ASIAN","PCT_NATIVE","PCT_BLACK","PCT_HISPANIC","PCT_MULTI","PCT_WHITE","PCT_ED","PCT_SWD","PCT_LEP","CONTENT_MASTERYE","PROGRESSE","CLOSING_GAPE","READINESSE","CCRPISCOREE","THIRD_GRADE_READING","FIFTH_GRADE_READING","CONTENT_MASTERYM","PROGRESSM","CLOSING_GAPM","READINESSM","CCRPISCOREM","EIGHTH_GRADE_READING","CONTENT_MASTERYH","PROGRESSH","CLOSING_GAPH","READINESSH","GRADUATION_RATEH","CCRPISCOREH","ENGLISH_BEGH","ENGLISH_DEVH","ENGLISH_PROFH","ENGLISH_DISTH","MATH_BEGH","MATH_DEVH","MATH_PROFH","MATH_DISTH","SCIENCE_BEGH","SCIENCE_DEVH","SCIENCE_PROFH","SCIENCE_DISTH","SOC_BEGH","SOC_DEVH","SOC_PROFH","SOC_DISTH","COLLEGE_READINESS","ACCELERATED_COURSE_TAKING","FOUR_YEAR_GRADUATION_RATE","ENGLISH_BEGE","ENGLISH_DEVE","ENGLISH_PROFE","ENGLISH_DISTE","MATH_BEGE","MATH_DEVE","MATH_PROFE","MATH_DISTE","SCIENCE_BEGE","SCIENCE_DEVE","SCIENCE_PROFE","SCIENCE_DISTE","SOC_BEGE","SOC_DEVE","SOC_PROFE","SOC_DISTE","ENGLISH_BEGM","ENGLISH_DEVM","ENGLISH_PROFM","ENGLISH_DISTM","MATH_BEGM","MATH_DEVM","MATH_PROFM","MATH_DISTM","SCIENCE_BEGM","SCIENCE_DEVM","SCIENCE_PROFM","SCIENCE_DISTM","SOC_BEGM","SOC_DEVM","SOC_PROFM","SOC_DISTM","COLLEGEENROLLMENT","FINANCIALEFFICIENCY","SCHOOLCLIMATE","MOBILITY","PPE"
"2022","SCHOOL","6472058","Southwest Georgia RESA","647","Dougherty County","Morningside Elementary School","2058","N","E","https://www.docoschools.org/","229.431.3387","120 Sunset Ln","Albany","GA","31705-8001","345","PK, KK, 01, 02, 03, 04, 05","","",".6",".3","89.6","3.8","3.2","2.6",82.8,11.6,1.2,"25.6","TFS","","57.5","","7.6","19.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","24","12","0","54.7","38.7","6.7","0","57.7","26.9","15.4","0","","","","","","","","","","","","","","","","","","","","","","","","18.2","17512.98"
"2023","SCHOOL","6472058","Southwest Georgia RESA","647","Dougherty County","Morningside Elementary School","2058","N","E","https://www.docoschools.org/","229.431.3387","120 Sunset Ln","Albany","GA","31705-8001","348","PK, KK, 01, 02, 03, 04, 05","","73.5",".6","0","86.5","2.9","5.7","4.3",90,12.1,0.6,"34.5","97.6","100","70","73.5","13","26.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.9","32.4","9",".7","32.4","51.7","14.5","1.4","54.2","20.8","25","0","","","","","","","","","","","","","","","","","","","","","","","","14.8","18662.44"
"2024","SCHOOL","6472058","Southwest Georgia RESA","647","Dougherty County","Morningside Elementary School","2058","N","E","https://www.docoschools.org/","229.431.3387","120 Sunset Ln","Albany","GA","31705-8001","362","PK, KK, 01, 02, 03, 04, 05","","76.8",".6","0","88.7","3","6.4","1.4",95.8,8.6,1.1,"43.6","98.8","100","70.3","76.8","15.2","39.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.4","26.7","16.8","3.1","26.5","46.2","22.7","4.6","46.5","25.6","23.3","4.7","","","","","","","","","","","","","","","","","","","","","","2","4","24.3","19249.59"
"2018","SCHOOL","6473058","Southwest Georgia RESA","647","Dougherty County","Northside Elementary School","3058","N","E","https://www.docoschools.org/","(229)431-3390","901 14th Ave","Albany","GA","31701","455","PK, KK, 01, 02, 03, 04, 05","","58.8","0","0","88","1","3","8",85.1,18,0,"33.7","69.7","71.4","67.9","58.8","14.8","22.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.8","31.3","12.3",".6","36.8","47.2","15.3",".6","54.9","25.5","19.6","0","49","39.2","11.8","0","","","","","","","","","","","","","","","","","","","3","28.6",""
"2019","SCHOOL","6473058","Southwest Georgia RESA","647","Dougherty County","Northside Elementary School","3058","N","E","https://www.docoschools.org/","(229) 431-3390","901 14th Ave","Albany","GA","31701","398","PK, KK, 01, 02, 03, 04, 05","","63.8","0","0","89","1","4","6",83.8,19,0,"38.3","76.3","78.6","69.1","63.8","18.9","33.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.6","41","11.8",".6","37.3","43.5","18","1.2","71.4","25","3.6","0","42.9","55.4","1.8","0","","","","","","","","","","","","","","","","","","1.5","4","23.1","12086.29"
"2020","SCHOOL","6473058","Southwest Georgia RESA","647","Dougherty County","Northside Elementary School","3058","N","E","https://www.docoschools.org/","(229) 431-3390","901 14th Ave","Albany","GA","31701","375","PK, KK, 01, 02, 03, 04, 05","","","0","0","91","0","3","6",82.3,22,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4","13381.61"
"2021","SCHOOL","6473058","Southwest Georgia RESA","647","Dougherty County","Northside Elementary School","3058","N","E","https://www.docoschools.org/","(229) 431-3390","901 14th Ave","Albany","GA","31701","379","PK, KK, 01, 02, 03, 04, 05","","","0","0","91","1","4","5",89.9,20.7,0,"","","","","","6.9","17.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","17.4","6.5","1.1","65.9","26.4","5.5","2.2","73.1","15.4","11.5","0","","","","","","","","","","","","","","","","","","","","","","","","18.6","13565.56"
"2022","SCHOOL","6473058","Southwest Georgia RESA","647","Dougherty County","Northside Elementary School","3058","N","E","https://www.docoschools.org/","229.431.3390","901 14th Ave","Albany","GA","31701-1335","353","PK, KK, 01, 02, 03, 04, 05","","","0","0","92.1",".3","3.1","4.5",68.2,21.2,0.6,"19.3","","","54.2","","7.5","19.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","19.7","7.6",".8","67.9","25.2","6.1",".8","72.1","18.6","7","2.3","","","","","","","","","","","","","","","","","","","","","","","","26.8","16857.61"
"2023","SCHOOL","6473058","Southwest Georgia RESA","647","Dougherty County","Northside Elementary School","3058","N","E","https://www.docoschools.org/","229.431.3390","901 14th Ave","Albany","GA","31701-1335","349","PK, KK, 01, 02, 03, 04, 05","","68.3",".3","0","91.4",".9","3.2","4.3",82.6,25.2,1.1,"27.6","88.2","100","70.6","68.3","10.9","22.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.7","23.6","15.3","1.4","56.9","32.6","9","1.4","68.1","17","14.9","0","","","","","","","","","","","","","","","","","","","","","","","","19.2","18697.77"
"2024","SCHOOL","6473058","Southwest Georgia RESA","647","Dougherty County","Northside Elementary School","3058","N","E","https://www.docoschools.org/","229.431.3390","901 14th Ave","Albany","GA","31701-1335","370","PK, KK, 01, 02, 03, 04, 05","","68.7",".3","0","89.5","1.1","3.5","5.7",91.1,26.2,1.6,"34","85.3","100","68","68.7","16.1","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.4","23.7","14.9","4.1","41.2","42.6","15.5",".7","62.5","22.5","15","0","","","","","","","","","","","","","","","","","","","","","","1.5","3","15.7","18766.45"
"2025","SCHOOL","6473058","Southwest Georgia RESA","647","Dougherty County","Northside Elementary School","3058","N","E","https://www.docoschools.org/","229.431.3390","901 14th Ave","Albany","GA","31701-1335","409","PK, KK, 01, 02, 03, 04, 05","","65.9",".2",".2","84.6","2.4","6.1","6.4",90.8,24.9,1.7,"37","74","95.8","72.8","65.9","23.9","19.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.3","30.2","14.1","5.4","40.9","36.9","19.5","2.7","70","20","8","2","","","","","","","","","","","","","","","","","","","","","","0.0","","24.4",""
"2018","SCHOOL","6473062","Southwest Georgia RESA","647","Dougherty County","Turner Elementary School","3062","N","E","https://www.docoschools.org/","(229)431-3406","2001 Leonard Ave","Albany","GA","31705","533","PK, KK, 01, 02, 03, 04, 05","","70.0","0","0","91","4","1","3",86.2,14,4,"37.5","90.7","96.4","62.8","70.0","10.7","27.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.5","33.3","10.8","1.4","27.2","60.6","11.7",".5","43.8","32.5","21.3","2.5","33.8","51.2","12.5","2.5","","","","","","","","","","","","","","","","","","","4","22.3",""
"2019","SCHOOL","6473062","Southwest Georgia RESA","647","Dougherty County","Turner Elementary School","3062","N","E","https://www.docoschools.org/","??(229) 431-3406","2001 Leonard Ave","Albany","GA","31705","534","PK, KK, 01, 02, 03, 04, 05","","64.2","0","0","90","5","1","4",83.6,14,4,"39.8","80.5","67.9","69.5","64.2","19.7","36.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.8","40.2","11","0","26.3","57.4","14.8","1.4","42","44.9","13","0","37.7","55.1","7.2","0","","","","","","","","","","","","","","","","","","2","4","20.2","11103.12"
"2020","SCHOOL","6473062","Southwest Georgia RESA","647","Dougherty County","Turner Elementary School","3062","N","E","https://www.docoschools.org/","(229) 431-3406","2001 Leonard Ave","Albany","GA","31705","497","PK, KK, 01, 02, 03, 04, 05","","","0","0","88","7","2","3",82.6,15.3,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","12903.18"
"2021","SCHOOL","6473062","Southwest Georgia RESA","647","Dougherty County","Turner Elementary School","3062","N","E","https://www.docoschools.org/","(229) 431-3406","2001 Leonard Ave","Albany","GA","31705","428","PK, KK, 01, 02, 03, 04, 05","","","0","0","90","5","2","3",86,15.3,5,"","","","","","9.7","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","22.3","5.3","5.3","48.4","38.7","8.6","4.3","56","12","24","8","","","","","","","","","","","","","","","","","","","","","","","","16.1","14872.64"
"2022","SCHOOL","6473062","Southwest Georgia RESA","647","Dougherty County","Turner Elementary School","3062","N","E","https://www.docoschools.org/","229.431.3406","2001 Leonard Ave","Albany","GA","31705-2341","468","PK, KK, 01, 02, 03, 04, 05","","","0","0","89.7","5.3",".6","4.3",73.6,16.7,4.3,"31","TFS","","56.6","","12.1","16.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.5","28.1","8.8","3.7","53.9","33.6","9.2","3.2","54.2","19.4","20.8","5.6","","","","","","","","","","","","","","","","","","","","","","","","17.5","15848.92"
"2023","SCHOOL","6473062","Southwest Georgia RESA","647","Dougherty County","Turner Elementary School","3062","N","E","https://www.docoschools.org/","229.431.3406","2001 Leonard Ave","Albany","GA","31705-2341","500","PK, KK, 01, 02, 03, 04, 05","","59.8","0","0","89","7.2",".6","3.2",83.9,16.4,5.4,"32.6","80.4","54.2","69.1","59.8","14.3","17.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.1","28","8.4","4.4","49.3","33.3","12.9","4.4","50.7","35.6","12.3","1.4","","","","","","","","","","","","","","","","","","","","","","","","15.2","16985.31"
"2024","SCHOOL","6473062","Southwest Georgia RESA","647","Dougherty County","Turner Elementary School","3062","N","E","https://www.docoschools.org/","229.431.3406","2001 Leonard Ave","Albany","GA","31705-2341","473","PK, KK, 01, 02, 03, 04, 05","","70.1",".2","0","87.6","8.8",".4","2.9",91.7,17.1,5.9,"41.9","80.8","100","71","70.1","19.6","27.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.3","35.9","14.6","4.2","38.5","40.1","16.7","4.7","47.8","22.4","20.9","9","","","","","","","","","","","","","","","","","","","","","","1.5","4","16.3","17083.45"
"2025","SCHOOL","6473062","Southwest Georgia RESA","647","Dougherty County","Turner Elementary School","3062","N","E","https://www.docoschools.org/","229.431.3406","2001 Leonard Ave","Albany","GA","31705-2341","415","PK, KK, 01, 02, 03, 04, 05","","76.6","0","0","86.3","7.9","2.9","2.9",90.3,18,4.8,"46.4","92.6","100","76.2","76.6","19.4","24.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.7","32.7","17.6","5","35.2","37.1","20.8","6.9","49.1","12.7","25.5","12.7","","","","","","","","","","","","","","","","","","","","","","0.0","","15.9",""
"2018","SCHOOL","6474054","Southwest Georgia RESA","647","Dougherty County","Lake Park Elementary School","4054","N","E","https://www.docoschools.org/","(229)431-3370","605 Meadowlark Dr","Albany","GA","31707","597","PK, KK, 01, 02, 03, 04, 05","","88.8","3","1","48","2","5","42",30.1,9,3,"76.6","98.2","94.4","86.4","88.8","56.4","72.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7","35.3","39.1","10.9","5.6","41","39.8","13.5","14.5","28.9","39.8","16.9","12","45.8","27.7","14.5","","","","","","","","","","","","","","","","","","","5","10.4",""
"2019","SCHOOL","6474054","Southwest Georgia RESA","647","Dougherty County","Lake Park Elementary School","4054","N","E","https://www.docoschools.org/","(229) 431-3370","605 Meadowlark Dr","Albany","GA","31707","552","PK, KK, 01, 02, 03, 04, 05","","76.2","2","1","49","2","5","41",27.2,9,4,"72.8","90.3","36.1","86.5","76.2","55.6","63.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","34.6","33.8","15.6","15.6","33.8","39","11.5","23.8","25","39.3","11.9","17.9","53.6","22.6","6","","","","","","","","","","","","","","","","","","4","5","10","10006.9"
"2020","SCHOOL","6474054","Southwest Georgia RESA","647","Dougherty County","Lake Park Elementary School","4054","N","E","https://www.docoschools.org/","(229) 431-3370","605 Meadowlark Dr","Albany","GA","31707","597","PK, KK, 01, 02, 03, 04, 05","","","2","0","49","3","6","40",28.5,7.4,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8","10096.44"
"2021","SCHOOL","6474054","Southwest Georgia RESA","647","Dougherty County","Lake Park Elementary School","4054","N","E","https://www.docoschools.org/","(229) 431-3370","605 Meadowlark Dr","Albany","GA","31707","500","PK, KK, 01, 02, 03, 04, 05","","","1","0","57","2","5","34",41,9,3,"","","","","","43.6","55.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.7","26.7","34.8","11.8","27.8","35.3","25.7","11.2","30.4","34.8","21.7","13","","","","","","","","","","","","","","","","","","","","","","","","9.9","12607.51"
"2022","SCHOOL","6474054","Southwest Georgia RESA","647","Dougherty County","Lake Park Elementary School","4054","N","E","https://www.docoschools.org/","229.431.3370","605 Meadowlark Dr","Albany","GA","31707-3121","507","PK, KK, 01, 02, 03, 04, 05","","","1.4",".2","60.2","2.4","3.9","32",30.3,9.5,2.4,"67.6","TFS","","75.7","","55.8","57.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9","36.1","34.9","10.1","17.7","40.3","31.9","10.1","23.5","30.6","34.1","11.8","","","","","","","","","","","","","","","","","","","","","","","","9.1","14396.6"
"2023","SCHOOL","6474054","Southwest Georgia RESA","647","Dougherty County","Lake Park Elementary School","4054","N","E","https://www.docoschools.org/","229.431.3370","605 Meadowlark Dr","Albany","GA","31707-3121","492","PK, KK, 01, 02, 03, 04, 05","","85.3","1.6",".2","61.2","3.9","4.5","28.7",33.3,11,2.8,"71.6","95.2","85.7","88.1","85.3","51.3","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9","33.9","35.3","13","13.4","40.6","27.2","18.8","30.6","27.8","36.1","5.6","","","","","","","","","","","","","","","","","","","","","","","","9.4","15998.91"
"2024","SCHOOL","6474054","Southwest Georgia RESA","647","Dougherty County","Lake Park Elementary School","4054","N","E","https://www.docoschools.org/","229.431.3370","605 Meadowlark Dr","Albany","GA","31707-3121","505","PK, KK, 01, 02, 03, 04, 05","","87.6","3",".2","63.6","4","4.6","24.8",60.4,12.7,3,"76.2","91.3","100","88.5","87.6","47.7","65.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4","30.9","33.2","17.5","14.8","34.1","33.6","17.5","21.3","20","41.3","17.3","","","","","","","","","","","","","","","","","","","","","","3","2","6.7","16713.22"
"2025","SCHOOL","6474054","Southwest Georgia RESA","647","Dougherty County","Lake Park Elementary School","4054","N","E","https://www.docoschools.org/","229.431.3370","605 Meadowlark Dr","Albany","GA","31707-3121","493","PK, KK, 01, 02, 03, 04, 05","","69.0","2.2",".4","67.5","3.4","5.7","20.7",58,13.8,2,"67.7","85.8","7.1","88.1","69.0","46.3","59.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","32.9","32","13.7","20.1","38.8","32.4","8.7","25","22.4","36.8","15.8","","","","","","","","","","","","","","","","","","","","","","0.0","","9.1",""
"2018","SCHOOL","6474056","Southwest Georgia RESA","647","Dougherty County","Merry Acres Middle School","4056","N","M","https://www.docoschools.org/","(229)431-3338","1601 Florence Dr","Albany","GA","31707","762","06, 07, 08","","66.0","0","0","92","1","2","5",58.7,17,1,"","","","","","","","44.2","83.9","56.3","74.7","66.0","44.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.6","42.8","19.8",".8","31.8","49.8","17.4","1.1","34.4","31.1","32.1","2.4","34","46.9","16.7","2.4","","","4","18.2",""
"2019","SCHOOL","6474056","Southwest Georgia RESA","647","Dougherty County","Merry Acres Middle School","4056","N","M","https://www.docoschools.org/","(229) 431-3338","1601 Florence Dr","Albany","GA","31707","788","06, 07, 08","","64.6","0","0","93","1","2","4",53,18,1,"","","","","","","","44.4","86","38.9","76.8","64.6","42.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.7","45.7","19.1","2.5","30.8","52.5","14.9","1.8","42.6","34.2","20.3","3","52.7","39.9","7.4","0","","2.5","4","24.5","10455.51"
"2020","SCHOOL","6474056","Southwest Georgia RESA","647","Dougherty County","Merry Acres Middle School","4056","N","M","https://www.docoschools.org/","(229) 431-3338","1601 Florence Dr","Albany","GA","31707","830","06, 07, 08","","","0","0","92","1","2","5",54.7,15.4,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4","10402.49"
