"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","Cluster","SINGLESCORE","CONTENT_MASTERYE","PROGRESSE","CLOSING_GAPE","READINESSE","CCRPISCOREE","CONTENT_MASTERYM","PROGRESSM","CLOSING_GAPM","READINESSM","CCRPISCOREM","CONTENT_MASTERYH","PROGRESSH","CLOSING_GAPH","READINESSH","GRADUATION_RATEH","CCRPISCOREH"
"2025","SCHOOL","7413050","West Georgia RESA","741","Troup County","Hillcrest Elementary School","3050","E","89.5","96.4","81.7","92.3","90.6","89.5","","","","","","","","","","",""
"2018","SCHOOL","7415050","West Georgia RESA","741","Troup County","Rosemont Elementary School","5050","E","73.0","69.2","89.2","30.6","82","73.0","","","","","","","","","","",""
"2019","SCHOOL","7415050","West Georgia RESA","741","Troup County","Rosemont Elementary School","5050","E","83.4","74.3","92.7","78.1","84.5","83.4","","","","","","","","","","",""
"2020","SCHOOL","7415050","West Georgia RESA","741","Troup County","Rosemont Elementary School","5050","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7415050","West Georgia RESA","741","Troup County","Rosemont Elementary School","5050","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7415050","West Georgia RESA","741","Troup County","Rosemont Elementary School","5050","E","","68.1","TFS","","76.5","","","","","","","","","","","",""
"2023","SCHOOL","7415050","West Georgia RESA","741","Troup County","Rosemont Elementary School","5050","E","87.0","77.8","94.8","88.5","86.1","87.0","","","","","","","","","","",""
"2024","SCHOOL","7415050","West Georgia RESA","741","Troup County","Rosemont Elementary School","5050","E","84.3","83.4","90.7","68.8","86.4","84.3","","","","","","","","","","",""
"2025","SCHOOL","7415050","West Georgia RESA","741","Troup County","Rosemont Elementary School","5050","E","88.4","83.7","88.4","100","86.5","88.4","","","","","","","","","","",""
"2018","SCHOOL","7415052","West Georgia RESA","741","Troup County","Berta Weathersbee Elementary School","5052","E","64.0","25.7","91.7","70.8","67.9","64.0","","","","","","","","","","",""
"2019","SCHOOL","7415052","West Georgia RESA","741","Troup County","Berta Weathersbee Elementary School","5052","E","69.4","30.9","90.9","96.4","69.1","69.4","","","","","","","","","","",""
"2020","SCHOOL","7415052","West Georgia RESA","741","Troup County","Berta Weathersbee Elementary School","5052","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7415052","West Georgia RESA","741","Troup County","Berta Weathersbee Elementary School","5052","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7415052","West Georgia RESA","741","Troup County","Berta Weathersbee Elementary School","5052","E","","34.3","TFS","","58.9","","","","","","","","","","","",""
"2023","SCHOOL","7415052","West Georgia RESA","741","Troup County","Berta Weathersbee Elementary School","5052","E","77.2","46.6","93.1","100","77.9","77.2","","","","","","","","","","",""
"2024","SCHOOL","7415052","West Georgia RESA","741","Troup County","Berta Weathersbee Elementary School","5052","E","61.7","48.2","87.2","14.3","73.2","61.7","","","","","","","","","","",""
"2025","SCHOOL","7415052","West Georgia RESA","741","Troup County","Berta Weathersbee Elementary School","5052","E","79.5","50.7","96.8","100","76.9","79.5","","","","","","","","","","",""
"2018","DISTRICT","742","Coastal Plains RESA","742","Turner County","Turner County","742","EMH","63.7","48.5","67.4","75","74.3","64.3","33.2","56.3","0","75.3","44.7","29.3","53","10","67.6","84","48.4"
"2019","DISTRICT","742","Coastal Plains RESA","742","Turner County","Turner County","742","EMH","63.7","55.4","61.4","80.6","75.8","65.4","38.5","77.9","77.5","76.3","65.7","37.3","57.6","84.2","60.5","88.2","59.2"
"2020","DISTRICT","742","Coastal Plains RESA","742","Turner County","Turner County","742","EMH","","","","","","","","","","","","","","","","",""
"2021","DISTRICT","742","Coastal Plains RESA","742","Turner County","Turner County","742","EMH","","","","","","","","","","","","","","","","",""
"2022","DISTRICT","742","Coastal Plains RESA","742","Turner County","Turner County","742","EMH","","48.3","TFS","","61.2","","33.9","TFS","","64.4","","34.5","TFS","","63.2","92.6",""
"2023","DISTRICT","742","Coastal Plains RESA","742","Turner County","Turner County","742","EMH","62.1","44.5","81.8","34.6","76.4","62.5","38.1","70.3","100","80.3","67.1","29.1","90.8","3.1","56.7","87.7","57.9"
"2024","DISTRICT","742","Coastal Plains RESA","742","Turner County","Turner County","742","EMH","65.6","41.6","66","77.8","76.1","62.5","39.3","77.2","36.7","76.7","59.6","41.1","100","87.5","65.1","90.7","74.5"
"2025","DISTRICT","742","Coastal Plains RESA","742","Turner County","Turner County","742","EMH","50.6","35.9","66.3","7.1","78","58.3","37","75","44.4","76","58.3","44.9","84.5","64.3","68.4","95.3","58.3"
"2018","SCHOOL","7420190","Coastal Plains RESA","742","Turner County","Turner County Middle School","0190","M","45.2","","","","","","33.9","56.4","0","76.6","45.2","","","","","",""
"2019","SCHOOL","7420190","Coastal Plains RESA","742","Turner County","Turner County Middle School","0190","M","65.1","","","","","","38.5","77.9","72.5","76.8","65.1","","","","","",""
"2020","SCHOOL","7420190","Coastal Plains RESA","742","Turner County","Turner County Middle School","0190","M","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7420190","Coastal Plains RESA","742","Turner County","Turner County Middle School","0190","M","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7420190","Coastal Plains RESA","742","Turner County","Turner County Middle School","0190","M","","","","","","","33.9","TFS","","64.4","","","","","","",""
"2023","SCHOOL","7420190","Coastal Plains RESA","742","Turner County","Turner County Middle School","0190","M","67.1","","","","","","38.1","70.3","100","80.3","67.1","","","","","",""
"2024","SCHOOL","7420190","Coastal Plains RESA","742","Turner County","Turner County Middle School","0190","M","59.6","","","","","","39.3","77.2","36.7","76.7","59.6","","","","","",""
"2025","SCHOOL","7420190","Coastal Plains RESA","742","Turner County","Turner County Middle School","0190","M","59.2","","","","","","37","75","44.4","76","59.2","","","","","",""
"2018","SCHOOL","7420196","Coastal Plains RESA","742","Turner County","Turner County Elementary School","0196","E","64.3","48.5","67.4","75","74.3","64.3","","","","","","","","","","",""
"2019","SCHOOL","7420196","Coastal Plains RESA","742","Turner County","Turner County Elementary School","0196","E","65.4","55.4","61.4","80.6","75.8","65.4","","","","","","","","","","",""
"2020","SCHOOL","7420196","Coastal Plains RESA","742","Turner County","Turner County Elementary School","0196","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7420196","Coastal Plains RESA","742","Turner County","Turner County Elementary School","0196","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7420196","Coastal Plains RESA","742","Turner County","Turner County Elementary School","0196","E","","48.3","TFS","","61.2","","","","","","","","","","","",""
"2023","SCHOOL","7420196","Coastal Plains RESA","742","Turner County","Turner County Elementary School","0196","E","62.5","44.5","81.8","34.6","76.4","62.5","","","","","","","","","","",""
"2024","SCHOOL","7420196","Coastal Plains RESA","742","Turner County","Turner County Elementary School","0196","E","62.5","41.6","66","77.8","76.1","62.5","","","","","","","","","","",""
"2025","SCHOOL","7420196","Coastal Plains RESA","742","Turner County","Turner County Elementary School","0196","E","50.6","35.9","66.3","7.1","78","50.6","","","","","","","","","","",""
"2019","SCHOOL","7421050","Coastal Plains RESA","742","Turner County","Turner County Specialty School","1050","MH","","","","","","",".",".","","TFS","",".",".","","TFS",".",""
"2018","SCHOOL","7423050","Coastal Plains RESA","742","Turner County","Turner County High School","3050","H","50.1","","","","","","","","","","","29.9","53.6","5.3","68.5","95.1","50.1"
"2019","SCHOOL","7423050","Coastal Plains RESA","742","Turner County","Turner County High School","3050","H","59.8","","","","","","","","","","","37.3","57.6","84.2","60.5","92.1","59.8"
"2020","SCHOOL","7423050","Coastal Plains RESA","742","Turner County","Turner County High School","3050","H","","","","","","","","","","","","","","","","95.3",""
"2021","SCHOOL","7423050","Coastal Plains RESA","742","Turner County","Turner County High School","3050","H","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7423050","Coastal Plains RESA","742","Turner County","Turner County High School","3050","H","","","","","","","","","","","","34.5","TFS","","63.2","92.6",""
"2023","SCHOOL","7423050","Coastal Plains RESA","742","Turner County","Turner County High School","3050","H","57.9","","","","","","","","","","","29.1","90.8","3.1","56.7","87.7","57.9"
"2024","SCHOOL","7423050","Coastal Plains RESA","742","Turner County","Turner County High School","3050","H","74.5","","","","","","","","","","","41.1","100","87.5","65.1","90.7","74.5"
"2025","SCHOOL","7423050","Coastal Plains RESA","742","Turner County","Turner County High School","3050","H","69.8","","","","","","","","","","","44.9","84.5","64.3","68.4","95.3","69.8"
"2018","DISTRICT","743","Middle Georgia RESA","743","Twiggs County","Twiggs County","743","EMH","68.2","37.8","69.7","55.6","71.1","58.3","47.8","81.4","46.9","70.1","63.9","46.8","78.9","100","71.5","93.8","72.5"
"2019","DISTRICT","743","Middle Georgia RESA","743","Twiggs County","Twiggs County","743","EMH","68.2","45.8","71.8","100","75","68.9","49","87","65.6","75.8","70.2","43","84.8","34.4","65","92.3","65.4"
"2020","DISTRICT","743","Middle Georgia RESA","743","Twiggs County","Twiggs County","743","EMH","","","","","","","","","","","","","","","","",""
"2021","DISTRICT","743","Middle Georgia RESA","743","Twiggs County","Twiggs County","743","EMH","","","","","","","","","","","","","","","","",""
"2022","DISTRICT","743","Middle Georgia RESA","743","Twiggs County","Twiggs County","743","EMH","","49.6","","","68.6","","27.1","","","52.8","","34.8","TFS","","53.4","84.8",""
"2023","DISTRICT","743","Middle Georgia RESA","743","Twiggs County","Twiggs County","743","EMH","67.8","56.2","88.6","90.9","77.4","77.0","31.1","69.6","75","72.4","59.5","28.8","86.9","35.7","66.2","90.6","61.8"
"2024","DISTRICT","743","Middle Georgia RESA","743","Twiggs County","Twiggs County","743","EMH","55.9","52.9","72.8","0","75.9","56.6","40.4","70","100","73.8","66.4","20.1","63.1","9.1","56.2","84.3","46.9"
"2025","DISTRICT","743","Middle Georgia RESA","743","Twiggs County","Twiggs County","743","EMH","55.7","46.8","70","7.7","80.1","62.0","43.5","81.4","60.7","75.4","62.0","43.5","74.8","100","71.4","85.2","62.0"
"2018","SCHOOL","7430107","Middle Georgia RESA","743","Twiggs County","Jeffersonville Elementary School","0107","E","58.3","37.8","69.7","55.6","71.1","58.3","","","","","","","","","","",""
"2019","SCHOOL","7430107","Middle Georgia RESA","743","Twiggs County","Jeffersonville Elementary School","0107","E","68.9","45.8","71.8","100","75","68.9","","","","","","","","","","",""
"2020","SCHOOL","7430107","Middle Georgia RESA","743","Twiggs County","Jeffersonville Elementary","0107","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7430107","Middle Georgia RESA","743","Twiggs County","Jeffersonville Elementary","0107","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7430107","Middle Georgia RESA","743","Twiggs County","Jeffersonville Elementary","0107","E","","49.6","","","68.6","","","","","","","","","","","",""
"2023","SCHOOL","7430107","Middle Georgia RESA","743","Twiggs County","Jeffersonville Elementary","0107","E","77.0","56.2","88.6","90.9","77.4","77.0","","","","","","","","","","",""
"2024","SCHOOL","7430107","Middle Georgia RESA","743","Twiggs County","Jeffersonville Elementary","0107","E","56.6","52.9","72.8","0","75.9","56.6","","","","","","","","","","",""
"2025","SCHOOL","7430107","Middle Georgia RESA","743","Twiggs County","Jeffersonville Elementary","0107","E","55.7","46.8","70","7.7","80.1","55.7","","","","","","","","","","",""
"2018","SCHOOL","7430201","Middle Georgia RESA","743","Twiggs County","Twiggs County High School","0201","H","72.5","","","","","","","","","","","46.8","78.9","100","71.5","93.8","72.5"
"2019","SCHOOL","7430201","Middle Georgia RESA","743","Twiggs County","Twiggs County High School","0201","H","65.4","","","","","","","","","","","43","84.8","34.4","65","92.3","65.4"
"2020","SCHOOL","7430201","Middle Georgia RESA","743","Twiggs County","Twiggs County High School","0201","H","","","","","","","","","","","","","","","","85.1",""
"2021","SCHOOL","7430201","Middle Georgia RESA","743","Twiggs County","Twiggs County High School","0201","H","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7430201","Middle Georgia RESA","743","Twiggs County","Twiggs County High School","0201","H","","","","","","","","","","","","34.8","TFS","","53.4","84.8",""
"2023","SCHOOL","7430201","Middle Georgia RESA","743","Twiggs County","Twiggs County High School","0201","H","61.8","","","","","","","","","","","28.8","86.9","35.7","66.2","90.6","61.8"
"2024","SCHOOL","7430201","Middle Georgia RESA","743","Twiggs County","Twiggs County High School","0201","H","46.9","","","","","","","","","","","20.1","63.1","9.1","56.2","84.3","46.9"
"2025","SCHOOL","7430201","Middle Georgia RESA","743","Twiggs County","Twiggs County High School","0201","H","69.0","","","","","","","","","","","43.5","74.8","100","71.4","85.2","69.0"
"2018","SCHOOL","7430207","Middle Georgia RESA","743","Twiggs County","Twiggs Middle School","0207","M","63.9","","","","","","47.8","81.4","46.9","70.1","63.9","","","","","",""
"2019","SCHOOL","7430207","Middle Georgia RESA","743","Twiggs County","Twiggs Middle School","0207","M","70.2","","","","","","49","87","65.6","75.8","70.2","","","","","",""
"2020","SCHOOL","7430207","Middle Georgia RESA","743","Twiggs County","Twiggs Middle School","0207","M","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7430207","Middle Georgia RESA","743","Twiggs County","Twiggs Middle School","0207","M","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7430207","Middle Georgia RESA","743","Twiggs County","Twiggs Middle School","0207","M","","","","","","","27.1","","","52.8","","","","","","",""
