"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","SCHOOL_CODE_CHANGE_IND","Cluster","WEBSITE","PHONE_NUMBER","STREET","CITY","STATE","ZIP_CODE","TOTAL_ENROLL","GRADES","SSAS","SINGLESCORE","THIRD_GRADE_READING","FIFTH_GRADE_READING","EIGHTH_GRADE_READING","COLLEGE_READINESS","ACCELERATED_COURSE_TAKING","FOUR_YEAR_GRADUATION_RATE","COLLEGEENROLLMENT"
"2022","SCHOOL","6330302","Metro RESA","633","Cobb County","Acworth Intermediate School","0302","N","E","http://www.cobbk12.org/","770.975.6600","4220 Cantrell Rd NW","Acworth","GA","30101-3707","628","02, 03, 04, 05","","","50","50.3","","","","",""
"2023","SCHOOL","6330302","Metro RESA","633","Cobb County","Acworth Intermediate School","0302","N","E","http://www.cobbk12.org/","770.975.6600","4220 Cantrell Rd NW","Acworth","GA","30101-3707","576","02, 03, 04, 05","","81.3","43.2","60.5","","","","",""
"2024","SCHOOL","6330302","Metro RESA","633","Cobb County","Acworth Intermediate School","0302","N","E","http://www.cobbk12.org/","770.975.6600","4220 Cantrell Rd NW","Acworth","GA","30101-3707","568","02, 03, 04, 05","","85.3","52.4","57.8","","","","",""
"2025","SCHOOL","6330302","Metro RESA","633","Cobb County","Acworth Elementary School","0302","N","E","http://www.cobbk12.org/","770.975.6600","4220 Cantrell Rd NW","Acworth","GA","30101-3707","549","02, 03, 04, 05","","71.0","43.6","48.1","","","","",""
"2018","SCHOOL","6330304","Metro RESA","633","Cobb County","Kennesaw Charter Science and Math Academy","0304","N","E","http://www.cobbk12.org/","(678)290-9628","3010 Cobb Pkwy NW","Kennesaw","GA","30152","648","KK, 01, 02, 03, 04, 05","","72.2","59.6","76.1","","","","",""
"2019","SCHOOL","6330304","Metro RESA","633","Cobb County","Kennesaw Charter School","0304","N","E","http://www.cobbk12.org/","678-290-9628","3010 Cobb Pkwy","Kennesaw","GA","30152","551","KK, 01, 02, 03, 04, 05","","77.2","48.2","67.1","","","","",""
"2020","SCHOOL","6330304","Metro RESA","633","Cobb County","Kennesaw Charter School","0304","N","E","http://www.cobbk12.org/","678-290-9628","3010 Cobb Pkwy","Kennesaw","GA","30152","357","KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2018","SCHOOL","6330307","Metro RESA","633","Cobb County","Riverside Primary School","0307","N","E","http://www.cobbk12.org/","(770)819-5851","461 S Gordon Rd SW","Mableton","GA","30126","611","PK, KK, 01","","66.9","","","","","","",""
"2019","SCHOOL","6330307","Metro RESA","633","Cobb County","Riverside Primary School","0307","N","E","http://www.cobbk12.org/","770-819-5851","461 South Gordon Road","Mableton","GA","30126","599","PK, KK, 01","","61.4","","","","","","",""
"2020","SCHOOL","6330307","Metro RESA","633","Cobb County","Riverside Primary School","0307","N","E","http://www.cobbk12.org/","770-819-5851","461 South Gordon Road","Mableton","GA","30126","596","PK, KK, 01","","","","","","","","",""
"2021","SCHOOL","6330307","Metro RESA","633","Cobb County","Riverside Elementary School","0307","Y","E","http://www.cobbk12.org/","770-819-5851","461 South Gordon Road","Mableton","GA","30126","611","PK, KK, 01, 02, 03, 04, 05","","","10.8","30","","","","",""
"2022","SCHOOL","6330307","Metro RESA","633","Cobb County","Riverside Elementary School","0307","Y","E","http://www.cobbk12.org/","770.819.5851","461 S Gordon Rd SW","Mableton","GA","30126-5134","646","PK, KK, 01, 02, 03, 04, 05","","","17.2","37.7","","","","",""
"2023","SCHOOL","6330307","Metro RESA","633","Cobb County","Riverside Elementary School","0307","Y","E","http://www.cobbk12.org/","770.819.5851","461 S Gordon Rd SW","Mableton","GA","30126-5134","645","PK, KK, 01, 02, 03, 04, 05","","55.4","21.1","18.9","","","","",""
"2024","SCHOOL","6330307","Metro RESA","633","Cobb County","Riverside Elementary School","0307","Y","E","http://www.cobbk12.org/","770.819.5851","461 S Gordon Rd SW","Mableton","GA","30126-5134","652","PK, KK, 01, 02, 03, 04, 05","","66.1","17.9","27.3","","","","",""
"2025","SCHOOL","6330307","Metro RESA","633","Cobb County","Riverside Elementary School","0307","Y","E","http://www.cobbk12.org/","770.819.5851","461 S Gordon Rd SW","Mableton","GA","30126-5134","547","PK, KK, 01, 02, 03, 04, 05","","62.2","20.5","27.6","","","","",""
"2018","SCHOOL","6330309","Metro RESA","633","Cobb County","Lindley Sixth Grade Academy","0309","N","M","http://www.cobbk12.org/","(770)819-2414","1550 Pebblebrook Cir SE","Mableton","GA","30126","656","06","","63.4","","","","","","",""
"2019","SCHOOL","6330309","Metro RESA","633","Cobb County","Lindley 6th Grade Academy","0309","N","M","http://www.cobbk12.org/","770-819-2414","1550 Pebblebrook Circle SE","Mableton","GA","30126","665","06","","77.0","","","","","","",""
"2020","SCHOOL","6330309","Metro RESA","633","Cobb County","Lindley 6th Grade Academy","0309","N","M","http://www.cobbk12.org/","770-819-2414","1550 Pebblebrook Circle SE","Mableton","GA","30126","705","06","","","","","","","","",""
"2021","SCHOOL","6330309","Metro RESA","633","Cobb County","Lindley 6th Grade Academy","0309","N","M","http://www.cobbk12.org/","770-819-2414","1550 Pebblebrook Circle SE","Mableton","GA","30126","643","06","","","","","","","","",""
"2022","SCHOOL","6330309","Metro RESA","633","Cobb County","Lindley 6th Grade Academy","0309","N","M","http://www.cobbk12.org/","770.819.2414","1550 Pebblebrook Cir SE","Mableton","GA","30126-2750","605","06","","","","","","","","",""
"2023","SCHOOL","6330309","Metro RESA","633","Cobb County","Lindley 6th Grade Academy","0309","N","M","http://www.cobbk12.org/","770.819.2414","1550 Pebblebrook Cir SE","Mableton","GA","30126-2750","562","06","","71.7","","","66.7","","","",""
"2024","SCHOOL","6330309","Metro RESA","633","Cobb County","Betty Gray Middle School","0309","N","M","http://www.cobbk12.org/","770.819.2414","1550 Pebblebrook Cir SE","Mableton","GA","30126-2750","767","06, 07, 08","","70.6","","","51.6","","","",""
"2025","SCHOOL","6330309","Metro RESA","633","Cobb County","Betty Gray Middle School","0309","N","M","http://www.cobbk12.org/","770.819.2414","1550 Pebblebrook Cir SE","Mableton","GA","30126-2750","779","06, 07, 08","","73.6","","","48.7","","","","43.58"
"2018","SCHOOL","6330373","Metro RESA","633","Cobb County","Sprayberry High School","0373","N","H","http://www.cobbk12.org/","(770)578-3200","2525 Sandy Plains Road","Marietta","GA","30066","1842","09, 10, 11, 12","Greatest Gains (Silver)","83.9","","","","51.6","50.5","86.2",""
"2019","SCHOOL","6330373","Metro RESA","633","Cobb County","Sprayberry High School","0373","N","H","http://www.cobbk12.org/","770-578-3200","2525 Sandy Plains Road","Marietta","GA","30066","1852","09, 10, 11, 12","Greatest Gains (Bronze)","83.0","","","","54.9","87.3","89.4","68.52"
"2020","SCHOOL","6330373","Metro RESA","633","Cobb County","Sprayberry High School","0373","N","H","http://www.cobbk12.org/","770-578-3200","2525 Sandy Plains Road","Marietta","GA","30066","1900","09, 10, 11, 12","","","","","","","","89","62.38"
"2021","SCHOOL","6330373","Metro RESA","633","Cobb County","Sprayberry High School","0373","N","H","http://www.cobbk12.org/","770-578-3200","2525 Sandy Plains Road","Marietta","GA","30066","1937","09, 10, 11, 12","","","","","","56.4","44.6","86.3","60.44"
"2022","SCHOOL","6330373","Metro RESA","633","Cobb County","Sprayberry High School","0373","N","H","http://www.cobbk12.org/","770.578.3200","2525 Sandy Plains Rd","Marietta","GA","30066-5717","2027","09, 10, 11, 12","","","","","","","47.8","88.2","64.31"
"2023","SCHOOL","6330373","Metro RESA","633","Cobb County","Sprayberry High School","0373","N","H","http://www.cobbk12.org/","770.578.3200","2525 Sandy Plains Rd","Marietta","GA","30066-5717","1966","09, 10, 11, 12","","85.7","","","","60","90.6","87.5","65.65"
"2024","SCHOOL","6330373","Metro RESA","633","Cobb County","Sprayberry High School","0373","N","H","http://www.cobbk12.org/","770.578.3200","2525 Sandy Plains Rd","Marietta","GA","30066-5717","1922","09, 10, 11, 12","","82.5","","","","57.7","99.9","90.8","69.25"
"2025","SCHOOL","6330373","Metro RESA","633","Cobb County","Sprayberry High School","0373","N","H","http://www.cobbk12.org/","770.578.3200","2525 Sandy Plains Rd","Marietta","GA","30066-5717","1861","09, 10, 11, 12","","78.6","","","","60.9","97.3","89.6",""
"2018","SCHOOL","6330375","Metro RESA","633","Cobb County","Murdock Elementary School","0375","N","E","http://www.cobbk12.org/","(770)509-5071","2320 Murdock Road","Marietta","GA","30062","1044","PK, KK, 01, 02, 03, 04, 05","Greatest Gains (Bronze)","92.0","80.9","87.4","","","","",""
"2019","SCHOOL","6330375","Metro RESA","633","Cobb County","Murdock Elementary School","0375","N","E","http://www.cobbk12.org/","770-509-5071","2320 Murdock Road","Marietta","GA","30062","1012","PK, KK, 01, 02, 03, 04, 05","Greatest Gains (Bronze)/Highest Performing (Platinum)","96.4","81.1","92.4","","","","",""
"2020","SCHOOL","6330375","Metro RESA","633","Cobb County","Murdock Elementary School","0375","N","E","http://www.cobbk12.org/","770-509-5071","2320 Murdock Road","Marietta","GA","30062","1021","PK, KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","6330375","Metro RESA","633","Cobb County","Murdock Elementary School","0375","N","E","http://www.cobbk12.org/","770-509-5071","2320 Murdock Road","Marietta","GA","30062","948","PK, KK, 01, 02, 03, 04, 05","","","77.8","87.7","","","","",""
"2022","SCHOOL","6330375","Metro RESA","633","Cobb County","Murdock Elementary School","0375","N","E","http://www.cobbk12.org/","770.509.5071","2320 Murdock Rd","Marietta","GA","30062-4571","984","PK, KK, 01, 02, 03, 04, 05","","","81.4","88.7","","","","",""
"2023","SCHOOL","6330375","Metro RESA","633","Cobb County","Murdock Elementary School","0375","N","E","http://www.cobbk12.org/","770.509.5071","2320 Murdock Rd","Marietta","GA","30062-4571","918","PK, KK, 01, 02, 03, 04, 05","","88.7","84.9","80.8","","","","",""
"2024","SCHOOL","6330375","Metro RESA","633","Cobb County","Murdock Elementary School","0375","N","E","http://www.cobbk12.org/","770.509.5071","2320 Murdock Rd","Marietta","GA","30062-4571","934","PK, KK, 01, 02, 03, 04, 05","","94.4","82.9","87.2","","","","",""
"2025","SCHOOL","6330375","Metro RESA","633","Cobb County","Murdock Elementary School","0375","N","E","http://www.cobbk12.org/","770.509.5071","2320 Murdock Rd","Marietta","GA","30062-4571","864","PK, KK, 01, 02, 03, 04, 05","","92.0","69","83.2","","","","",""
"2018","SCHOOL","6330378","Metro RESA","633","Cobb County","Rocky Mount Elementary School","0378","N","E","http://www.cobbk12.org/","(770)591-5050","2400 Rocky Mountain Rd","Marietta","GA","30066","612","PK, KK, 01, 02, 03, 04, 05","","82.7","75.7","83.3","","","","",""
"2019","SCHOOL","6330378","Metro RESA","633","Cobb County","Rocky Mount Elementary School","0378","N","E","http://www.cobbk12.org/","770-591-5050","2400 Rocky Mountain Road","Marietta","GA","30066","597","PK, KK, 01, 02, 03, 04, 05","","84.6","72.2","89.8","","","","",""
"2020","SCHOOL","6330378","Metro RESA","633","Cobb County","Rocky Mount Elementary School","0378","N","E","http://www.cobbk12.org/","770-591-5050","2400 Rocky Mountain Road","Marietta","GA","30066","610","PK, KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","6330378","Metro RESA","633","Cobb County","Rocky Mount Elementary School","0378","N","E","http://www.cobbk12.org/","770-591-5050","2400 Rocky Mountain Road","Marietta","GA","30066","563","PK, KK, 01, 02, 03, 04, 05","","","75","77.1","","","","",""
"2022","SCHOOL","6330378","Metro RESA","633","Cobb County","Rocky Mount Elementary School","0378","N","E","http://www.cobbk12.org/","770.591.5050","2400 Rocky Mountain Rd NE","Marietta","GA","30066-2132","589","PK, KK, 01, 02, 03, 04, 05","","","75.3","78.6","","","","",""
"2023","SCHOOL","6330378","Metro RESA","633","Cobb County","Rocky Mount Elementary School","0378","N","E","http://www.cobbk12.org/","770.591.5050","2400 Rocky Mountain Rd NE","Marietta","GA","30066-2132","572","PK, KK, 01, 02, 03, 04, 05","","85.7","71.9","79.6","","","","",""
"2024","SCHOOL","6330378","Metro RESA","633","Cobb County","Rocky Mount Elementary School","0378","N","E","http://www.cobbk12.org/","770.591.5050","2400 Rocky Mountain Rd NE","Marietta","GA","30066-2132","591","PK, KK, 01, 02, 03, 04, 05","","89.7","72.4","80","","","","",""
"2025","SCHOOL","6330378","Metro RESA","633","Cobb County","Rocky Mount Elementary School","0378","N","E","http://www.cobbk12.org/","770.591.5050","2400 Rocky Mountain Rd NE","Marietta","GA","30066-2132","588","PK, KK, 01, 02, 03, 04, 05","","75.6","58.7","73.6","","","","",""
"2018","SCHOOL","6330381","Metro RESA","633","Cobb County","Lassiter High School","0381","N","H","http://www.cobbk12.org/","(678)494-7863","2601 Shallowford Road","Marietta","GA","30066","2224","09, 10, 11, 12","Greatest Gains (Platinum)/Highest Performing (Platinum)","95.8","","","","82.9","71.1","95.6",""
"2019","SCHOOL","6330381","Metro RESA","633","Cobb County","Lassiter High School","0381","N","H","http://www.cobbk12.org/","(678) 494.7863","2601 Shallowford Road","Marietta","GA","30066","2145","09, 10, 11, 12","Greatest Gains (Gold)/Highest Performing (Platinum)","96.2","","","","84.2","100","97.4","88.59"
"2020","SCHOOL","6330381","Metro RESA","633","Cobb County","Lassiter High School","0381","N","H","http://www.cobbk12.org/","(678) 494.7863","2601 Shallowford Road","Marietta","GA","30066","2108","09, 10, 11, 12","","","","","","","","97.6","87.9"
"2021","SCHOOL","6330381","Metro RESA","633","Cobb County","Lassiter High School","0381","N","H","http://www.cobbk12.org/","(678) 494.7863","2601 Shallowford Road","Marietta","GA","30066","2020","09, 10, 11, 12","","","","","","83.5","67.9","96.1","87.14"
"2022","SCHOOL","6330381","Metro RESA","633","Cobb County","Lassiter High School","0381","N","H","http://www.cobbk12.org/","678.494.7863","2601 Shallowford Rd","Marietta","GA","30066-3038","1993","09, 10, 11, 12","","","","","","","71.3","97","88.51"
"2023","SCHOOL","6330381","Metro RESA","633","Cobb County","Lassiter High School","0381","N","H","http://www.cobbk12.org/","678.494.7863","2601 Shallowford Rd","Marietta","GA","30066-3038","1972","09, 10, 11, 12","","94.9","","","","81.4","100","98.4","83.97"
"2024","SCHOOL","6330381","Metro RESA","633","Cobb County","Lassiter High School","0381","N","H","http://www.cobbk12.org/","678.494.7863","2601 Shallowford Rd","Marietta","GA","30066-3038","1977","09, 10, 11, 12","","95.7","","","","80.9","100","98","90.58"
"2025","SCHOOL","6330381","Metro RESA","633","Cobb County","Lassiter High School","0381","N","H","http://www.cobbk12.org/","678.494.7863","2601 Shallowford Rd","Marietta","GA","30066-3038","2031","09, 10, 11, 12","","95.4","","","","83.8","100","97.3",""
"2018","SCHOOL","6330388","Metro RESA","633","Cobb County","Davis Elementary School","0388","N","E","http://www.cobbk12.org/","(678)494-7636","2433 Jamerson Rd","Marietta","GA","30066","586","PK, KK, 01, 02, 03, 04, 05","","86.7","83.9","85.6","","","","",""
"2019","SCHOOL","6330388","Metro RESA","633","Cobb County","Davis Elementary School","0388","N","E","http://www.cobbk12.org/","678-494-7636","2433 Jamerson Road","Marietta","GA","30066","626","PK, KK, 01, 02, 03, 04, 05","","83.0","67.9","88.7","","","","",""
"2020","SCHOOL","6330388","Metro RESA","633","Cobb County","Davis Elementary School","0388","N","E","http://www.cobbk12.org/","678-494-7636","2433 Jamerson Road","Marietta","GA","30066","618","PK, KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","6330388","Metro RESA","633","Cobb County","Davis Elementary School","0388","N","E","http://www.cobbk12.org/","678-494-7636","2433 Jamerson Road","Marietta","GA","30066","600","PK, KK, 01, 02, 03, 04, 05","","","67.1","69.3","","","","",""
"2022","SCHOOL","6330388","Metro RESA","633","Cobb County","Davis Elementary School","0388","N","E","http://www.cobbk12.org/","678.494.7636","2433 Jamerson Rd","Marietta","GA","30066-1431","631","PK, KK, 01, 02, 03, 04, 05","","","69.7","74.8","","","","",""
"2023","SCHOOL","6330388","Metro RESA","633","Cobb County","Davis Elementary School","0388","N","E","http://www.cobbk12.org/","678.494.7636","2433 Jamerson Rd","Marietta","GA","30066-1431","614","PK, KK, 01, 02, 03, 04, 05","","86.6","64.5","76","","","","",""
"2024","SCHOOL","6330388","Metro RESA","633","Cobb County","Davis Elementary School","0388","N","E","http://www.cobbk12.org/","678.494.7636","2433 Jamerson Rd","Marietta","GA","30066-1431","629","PK, KK, 01, 02, 03, 04, 05","","90.3","76.2","79.1","","","","",""
"2025","SCHOOL","6330388","Metro RESA","633","Cobb County","Davis Elementary School","0388","N","E","http://www.cobbk12.org/","678.494.7636","2433 Jamerson Rd","Marietta","GA","30066-1431","656","PK, KK, 01, 02, 03, 04, 05","","80.4","76.8","65.3","","","","",""
"2018","SCHOOL","6330389","Metro RESA","633","Cobb County","Simpson Middle School","0389","N","M","http://www.cobbk12.org/","(770)971-4711","3340 Trickum Road","Marietta","GA","30066","973","06, 07, 08","Highest Performing (Bronze)","94.7","","","89.9","","","",""
"2019","SCHOOL","6330389","Metro RESA","633","Cobb County","Simpson Middle School","0389","N","M","http://www.cobbk12.org/","770-971-4711","3340 Trickum Road","Marietta","GA","30066","938","06, 07, 08","Highest Performing (Silver)","95.9","","","90.6","","","",""
"2020","SCHOOL","6330389","Metro RESA","633","Cobb County","Simpson Middle School","0389","N","M","http://www.cobbk12.org/","770-971-4711","3340 Trickum Road","Marietta","GA","30066","928","06, 07, 08","","","","","","","","",""
"2021","SCHOOL","6330389","Metro RESA","633","Cobb County","Simpson Middle School","0389","N","M","http://www.cobbk12.org/","770-971-4711","3340 Trickum Road","Marietta","GA","30066","933","06, 07, 08","","","","","80.3","","","",""
"2022","SCHOOL","6330389","Metro RESA","633","Cobb County","Simpson Middle School","0389","N","M","http://www.cobbk12.org/","770.971.4711","3340 Trickum Rd NE","Marietta","GA","30066-4663","905","06, 07, 08","","","","","85.6","","","",""
